Name,Gender,Rating Value,Rating Count,Main Accords,Perfumers,Description
TriBeCa Swarovski Bond No 9for women and men,for women and men,3.22,9,"['amber', 'woody', 'nutty', 'musky', 'cacao', 'caramel', 'mossy', 'sweet', 'earthy']",['Michel Almairac'],"TriBeCa SwarovskibyBond No 9is a Amber Vanilla fragrance for women and men.TriBeCa Swarovskiwas launched in 2020. The nose behind this fragrance is Michel Almairac. Top notes are Hazelnut and Cacao; middle notes are Cedar and Jasmine Sambac; base notes are Ambroxan, Moss and Caramel."
Union Square Bond No 9for women,for women,3.73,84,"['green', 'fresh', 'floral', 'white floral', 'musky', 'leather', 'smoky', 'powdery', 'amber']",['Stephen Nilsen'],Union SquarebyBond No 9is a Floral Green fragrance for women.Union Squarewas launched in 2013. The nose behind this fragrance is Stephen Nilsen. Top notes are Grass and Lily-of-the-Valley; middle notes are Freesia and Birch; base notes are Musk and Amber.
Wall Street Bond No 9for women and men,for women and men,3.72,772,"['aquatic', 'citrus', 'aromatic', 'ozonic', 'marine', 'green', 'amber', 'woody', 'fresh spicy', 'animalic']",['David Apel'],Wall StreetbyBond No 9is a Aromatic Aquatic fragrance for women and men.Wall Streetwas launched in 2004. The nose behind this fragrance is David Apel.
West Broadway Bond No 9for women and men,for women and men,3.96,110,"['citrus', 'musky', 'powdery', 'white floral', 'green', 'conifer', 'sweet', 'fresh']",['Robertet'],West BroadwaybyBond No 9is a fragrance for women and men.West Broadwaywas launched in 2003. The nose behind this fragrance is Robertet.
West Side Bond No 9for women and men,for women and men,4.02,832,"['rose', 'floral', 'powdery', 'vanilla', 'woody', 'fresh', 'amber', 'musky', 'yellow floral', 'sweet']",['Michel Almairac'],West SidebyBond No 9is a Floral Woody Musk fragrance for women and men.West Sidewas launched in 2006. The nose behind this fragrance is Michel Almairac.
Andy Warhol Lexington Avenue Bond No 9for women and men,for women and men,4.23,318,"['sweet', 'soft spicy', 'anis', 'woody', 'aromatic', 'lactonic', 'warm spicy', 'almond', 'floral', 'powdery']",['Claude Dir'],"Andy Warhol Lexington AvenuebyBond No 9is a Chypre fragrance for women and men.Andy Warhol Lexington Avenuewas launched in 2008. The nose behind this fragrance is Claude Dir. Top notes are Star Anise, Fennel, Cypress and Cardamom; middle notes are Creme Brulee, Almond, Orris Root and Peony; base notes are Sandalwood and Patchouli."
Andy Warhol Montauk Bond No 9for women and men,for women and men,3.84,115,"['woody', 'fresh spicy', 'fruity', 'green', 'floral', 'citrus', 'white floral', 'aromatic', 'sweet']",['Laurent Le Guernec'],"Andy Warhol MontaukbyBond No 9is a fragrance for women and men.Andy Warhol Montaukwas launched in 2010. The nose behind this fragrance is Laurent Le Guernec. Top notes are Blueberry, Bergamot and Bay Leaf; middle notes are Hyacinth, Honeysuckle and Lily-of-the-Valley; base notes are Maple, Oak, Driftwood and Amber."
Andy Warhol Silver Factory Bond No 9for women and men,for women and men,4.25,449,"['amber', 'woody', 'balsamic', 'smoky', 'powdery', 'violet', 'iris']",['Aurélien Guichard'],"Andy Warhol Silver FactorybyBond No 9is a Woody Floral Musk fragrance for women and men.Andy Warhol Silver Factorywas launched in 2007. The nose behind this fragrance is Aurélien Guichard. Top notes are Lavender, Bergamot and Grapefruit; middle notes are Incense, Iris, Violet and Jasmine; base notes are Resins, Cedar and Amber."
Andy Warhol Union Square Bond No 9for women,for women,3.77,163,"['green', 'fresh', 'floral', 'white floral', 'leather', 'smoky', 'musky', 'woody', 'powdery']",['Stephen Nilsen'],Andy Warhol Union SquarebyBond No 9is a Floral Green fragrance for women.Andy Warhol Union Squarewas launched in 2008. The nose behind this fragrance is Stephen Nilsen. Top notes are Lily-of-the-Valley and Green Grass; middle notes are Freesia and Birch; base notes are Musk and Amber.
Harrods for Her Bond No 9for women,for women,3.7,33,"['aromatic', 'leather', 'white floral', 'fresh spicy', 'tuberose', 'animalic', 'herbal', 'woody', 'floral', 'citrus']",['Laurent Le Guernec'],Harrods for HerbyBond No 9is a Floral fragrance for women.Harrods for Herwas launched in 2009. The nose behind this fragrance is Laurent Le Guernec.
Harrods for Him Bond No 9for men,for men,4.3,60,"['aromatic', 'woody', 'lavender', 'herbal', 'leather', 'ozonic', 'green', 'smoky', 'floral', 'powdery']",['Laurent Le Guernec'],Harrods for HimbyBond No 9is a fragrance for men.Harrods for Himwas launched in 2009. The nose behind this fragrance is Laurent Le Guernec.
Harrods Swarovski Limited Edition Bond No 9for women and men,for women and men,4.32,62,"['fresh spicy', 'amber', 'oud', 'aromatic', 'warm spicy', 'woody', 'earthy', 'balsamic']",['Laurent Le Guernec'],Harrods Swarovski Limited EditionbyBond No 9is a Amber fragrance for women and men.Harrods Swarovski Limited Editionwas launched in 2009. The nose behind this fragrance is Laurent Le Guernec.
New York Forever Bond No 9for women and men,for women and men,4.08,40,"['earthy', 'amber', 'warm spicy', 'cinnamon', 'patchouli', 'woody', 'honey', 'balsamic', 'musky', 'sweet']",['Domitille Michalon Bertier'],"New York ForeverbyBond No 9is a fragrance for women and men. This is a new fragrance.New York Foreverwas launched in 2023. The nose behind this fragrance is Domitille Michalon Bertier. Top note is Cinnamon; middle notes are Patchouli and Vanilla; base notes are Earthy Notes, Amber, Labdanum, Honey, Moss and Musk."
New York Forever Limited Edition Bond No 9for women and men,for women and men,4.55,11,"['amber', 'woody', 'warm spicy', 'earthy', 'cinnamon', 'vanilla', 'honey', 'mossy', 'patchouli', 'powdery']",['Domitille Michalon Bertier'],"New York Forever Limited EditionbyBond No 9is a fragrance for women and men. This is a new fragrance.New York Forever Limited Editionwas launched in 2023. The nose behind this fragrance is Domitille Michalon Bertier. Top note is Cinnamon; middle notes are Vanilla and Patchouli; base notes are Amber, Honey, Moss, Labdanum, Earthy Notes and Musk."
New York Forever x “Disco Fever” Bond No 9for women and men,for women and men,4.5,2,"['earthy', 'honey', 'amber', 'sweet', 'musky', 'warm spicy', 'woody', 'powdery', 'cinnamon', 'mossy']",['Domitille Michalon Bertier'],"New York Forever x “Disco Fever”byBond No 9is a fragrance for women and men. This is a new fragrance.New York Forever x “Disco Fever”was launched in 2023. The nose behind this fragrance is Domitille Michalon Bertier. Top note is Cinnamon; middle notes are Patchouli and Vanilla; base notes are Earthy Notes, Honey, Labdanum, Amber, Musk and Moss."
NoMad Tanzanite Bond No 9for women and men,for women and men,5,2,"['fruity', 'sweet', 'woody', 'vanilla', 'fresh', 'powdery', 'floral']",['Miroslav Petkov'],"NoMad TanzanitebyBond No 9is a fragrance for women and men. This is a new fragrance.NoMad Tanzanitewas launched in 2023. The nose behind this fragrance is Miroslav Petkov. Top notes are Black Currant, Quince and Pear; middle notes are Violet Leaves, Agarwood, Orris and Rose; base notes are Sandalwood, Vanilla and Amber."
Chelsea Flowers Bond No 9for women,for women,3.64,295,"['floral', 'rose', 'green', 'fresh']",['Laurent Le Guernec'],Chelsea FlowersbyBond No 9is a Floral fragrance for women.Chelsea Flowerswas launched in 2003. The nose behind this fragrance is Laurent Le Guernec.
New Haarlem Bond No 9for women and men,for women and men,4.21,"1,928","['coffee', 'warm spicy', 'vanilla', 'lavender', 'woody', 'amber', 'aromatic', 'patchouli', 'powdery', 'sweet']",['Maurice Roucel'],"New HaarlembyBond No 9is a Amber Woody fragrance for women and men.New Haarlemwas launched in 2003. The nose behind this fragrance is Maurice Roucel. Top notes are Lavender, Bergamot and Green Leaves; middle notes are Coffee and Cedar; base notes are Vanilla, Patchouli, Tonka Bean and Amber."
Park Avenue Bond No 9for women,for women,3.85,202,"['yellow floral', 'floral', 'powdery', 'herbal', 'rose', 'green', 'aromatic', 'musky', 'woody', 'sweet']",['Laurent Le Guernec'],Park AvenuebyBond No 9is a Floral fragrance for women.Park Avenuewas launched in 2003. The nose behind this fragrance is Laurent Le Guernec.
Riverside Drive Bond No 9for men,for men,4.02,324,"['woody', 'fresh spicy', 'powdery', 'aromatic', 'violet', 'mossy', 'earthy', 'fruity', 'green', 'sweet']",['Maurice Roucel'],Riverside DrivebyBond No 9is a Woody fragrance for men.Riverside Drivewas launched in 2003. The nose behind this fragrance is Maurice Roucel.
The Scent Of Peace Natural Bond No 9for women and men,for women and men,4.33,72,"['fruity', 'citrus', 'sweet', 'amber', 'rose', 'aromatic', 'musky', 'floral']","['Michel Almairac', 'Romain Almairac']","The Scent Of Peace NaturalbyBond No 9is a Aromatic fragrance for women and men. This is a new fragrance.The Scent Of Peace Naturalwas launched in 2022. The Scent Of Peace Natural was created by Michel Almairac and Romain Almairac. Top notes are Lemon, Petitgrain and Black Currant Blossom; middle notes are Raspberry and Damask Rose; base notes are Ambroxan, Cedar and Musk."
Curious Body Mist Britney Spearsfor women,for women,4.67,6,"['floral', 'woody', 'white floral', 'powdery', 'aquatic', 'fruity', 'musky', 'tuberose', 'vanilla', 'fresh']",['Claude Dir'],"Curious Body MistbyBritney Spearsis a Floral fragrance for women. The nose behind this fragrance is Claude Dir. Top notes are Magnolia, Lotus and Pear; middle notes are Tuberose, Cyclamen and Jasmine; base notes are White Woods, Sandalwood, Vanilla and Musk."
Fantasy Body Mist Britney Spearsfor women,for women,3.5,2,"['sweet', 'fruity', 'tropical', 'fresh', 'floral', 'woody', 'powdery', 'chocolate', 'white floral', 'musky']",['James Krivda'],"Fantasy Body MistbyBritney Spearsis a Floral Fruity Gourmand fragrance for women. The nose behind this fragrance is James Krivda. Top notes are Red Litchi, Kiwi and Quince; middle notes are White Chocolate, Cupcake, Jasmine and Orchid; base notes are Woodsy Notes, Musk and Orris Root."
Midnight Fantasy Body Mist Britney Spearsfor women,for women,4.25,4,"['sweet', 'fruity', 'vanilla', 'cherry', 'powdery', 'floral', 'nutty']",['Caroline Sabas'],"Midnight Fantasy Body MistbyBritney Spearsis a Floral Fruity Gourmand fragrance for women. The nose behind this fragrance is Caroline Sabas. Top notes are Sour Cherry, Raspberry and Plum; middle notes are Orchid, Freesia and Iris; base notes are Vanilla, Amber and Musk."
Curious Britney Spearsfor women,for women,3.75,"5,535","['floral', 'white floral', 'aquatic', 'fruity', 'tuberose', 'sweet', 'powdery', 'musky', 'fresh', 'citrus']",['Claude Dir'],"CuriousbyBritney Spearsis a Floral fragrance for women.Curiouswas launched in 2004. The nose behind this fragrance is Claude Dir. Top notes are Magnolia, Pear and Lotus; middle notes are Jasmine, Tuberose and Cyclamen; base notes are Musk, Vanilla, White Woods and Sandalwood."
Curious Heart Britney Spearsfor women,for women,4.05,237,"['floral', 'aquatic', 'white floral', 'fruity', 'woody', 'powdery', 'fresh', 'vanilla', 'sweet', 'tuberose']",['Claude Dir'],"Curious HeartbyBritney Spearsis a Floral fragrance for women.Curious Heartwas launched in 2007. The nose behind this fragrance is Claude Dir. Top notes are Lotus, Magnolia and Pear; middle notes are Cyclamen, Tuberose and Jasmine; base notes are Vanilla, Musk, White Woods and Sandalwood."
In Control Curious Britney Spearsfor women,for women,4.15,"1,721","['sweet', 'vanilla', 'fruity', 'powdery']",['Claude Dir'],"In Control CuriousbyBritney Spearsis a Amber Floral fragrance for women.In Control Curiouswas launched in 2006. The nose behind this fragrance is Claude Dir. Top note is Fruity Notes; middle notes are Sweet Notes, Vanille, Tonka Bean and Orchid; base notes are Musk and Sandalwood."
Fantasy Britney Spearsfor women,for women,3.93,"13,832","['sweet', 'fruity', 'tropical', 'fresh', 'chocolate']",['James Krivda'],"FantasybyBritney Spearsis a Floral Fruity Gourmand fragrance for women.Fantasywas launched in 2005. The nose behind this fragrance is James Krivda. Top notes are Kiwi, Red Litchi and Quince; middle notes are White Chocolate, Cupcake, Orchid and Jasmine; base notes are Musk, Orris Root and Woodsy Notes."
Fantasy Anniversary Edition Britney Spearsfor women,for women,4.13,507,"['sweet', 'fruity', 'tropical', 'fresh', 'floral', 'powdery', 'white floral', 'woody']",['James Krivda'],"Fantasy Anniversary EditionbyBritney Spearsis a Floral Fruity Gourmand fragrance for women.Fantasy Anniversary Editionwas launched in 2013. The nose behind this fragrance is James Krivda. Top notes are Kiwi, Litchi and Quince; middle notes are Cupcake, White Chocolate, Jasmine and Orchid; base notes are Musk, Orris and Woody Notes."
Fantasy Eau de Toilette Britney Spearsfor women,for women,4.21,77,"['sweet', 'fruity', 'caramel', 'floral', 'fresh', 'tropical', 'powdery', 'woody', 'white floral', 'iris']",['James Krivda'],"Fantasy Eau de ToilettebyBritney Spearsis a Floral Fruity Gourmand fragrance for women.Fantasy Eau de Toilettewas launched in 2015. The nose behind this fragrance is James Krivda. Top notes are Red Litchi, Quince and Kiwi; middle notes are Caramel, White Chocolate, Orchid and Jasmine; base notes are Orris Root, Woody Notes and Musk."
Fantasy Naked Britney Spearsfor women,for women,4.01,379,"['sweet', 'fruity', 'powdery', 'vanilla', 'floral', 'musky', 'lactonic']",['Olivier Gillotin'],"Fantasy NakedbyBritney Spearsis a Amber Vanilla fragrance for women. This is a new fragrance.Fantasy Nakedwas launched in 2022. The nose behind this fragrance is Olivier Gillotin. Top notes are Applejack and Black Currant; middle notes are Peach, Osmanthus and Water Lily; base notes are Cupcake, Vanilla, Apricot and Musk."
Glitter Fantasy Britney Spearsfor women,for women,4.06,245,"['fruity', 'powdery', 'sweet', 'floral', 'musky', 'vanilla', 'fresh']",['Caroline Sabas'],"Glitter FantasybyBritney Spearsis a Floral Woody Musk fragrance for women.Glitter Fantasywas launched in 2020. The nose behind this fragrance is Caroline Sabas. Top notes are Red Fruits and Plum; middle notes are Heliotrope, Lotus and Violet; base notes are Musk, Benzoin and Agarwood (Oud)."
Hidden Fantasy Britney Spearsfor women,for women,3.8,"2,975","['citrus', 'sweet', 'warm spicy', 'vanilla', 'white floral', 'woody']",['Rodrigo Flores-Roux'],"Hidden FantasybyBritney Spearsis a Floral Fruity Gourmand fragrance for women.Hidden Fantasywas launched in 2008. The nose behind this fragrance is Rodrigo Flores-Roux. Top notes are Orange, Tangerine, Lemon Verbena and Neroli; middle notes are Sweet Notes, Clove, Lily and Jasmine; base notes are Vanilla, Amber, Woodsy Notes and Sandalwood."
Midnight Fantasy Britney Spearsfor women,for women,3.96,"10,461","['sweet', 'fruity', 'cherry', 'vanilla', 'powdery', 'nutty', 'floral', 'almond']",['Caroline Sabas'],"Midnight FantasybyBritney Spearsis a Floral Fruity fragrance for women.Midnight Fantasywas launched in 2006. The nose behind this fragrance is Caroline Sabas. Top notes are Plum, Sour Cherry and Raspberry; middle notes are Orchid, Iris and Freesia; base notes are Vanilla, Amber and Musk."
Rainbow Fantasy Britney Spearsfor women,for women,4.17,320,"['sweet', 'fruity', 'caramel', 'citrus', 'green', 'floral', 'aromatic', 'woody', 'powdery', 'fresh']",['Gil Clavien'],"Rainbow FantasybyBritney Spearsis a Amber Floral fragrance for women.Rainbow Fantasywas launched in 2019. The nose behind this fragrance is Gil Clavien. Top notes are Cloudberry, Pear Leaf and Finger Lime; middle notes are Water Lily, Peony and Jasmine; base notes are Cotton Candy, Crystal Amber and Woody Notes."
Private Show Britney Spearsfor women,for women,4.07,"1,931","['sweet', 'lactonic', 'coffee', 'vanilla']",['Caroline Sabas'],"Private ShowbyBritney Spearsis a Floral Fruity Gourmand fragrance for women.Private Showwas launched in 2016. The nose behind this fragrance is Caroline Sabas. Top notes are Whipped Cream, Coffee, Nectarine and Clementine; middle notes are Dulce de leche, Jasmine Sambac and Orange Blossom; base notes are Amber and Musk."
